Owner Name 1/,State,County,Country,Number of Acres,Acquisition Year,Lat,lng,Owner Type,Principal Place of Business,Secondary Interest in China,Secondary Interest in Iran,Secondary Interest in Russia,Secondary Intereset in North Korea
"ARKANSAS BAYOU FARMS, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,913.32,2014.0,33.267,-91.2937,Other,840.0,,,,
"FIA TIMBER PARTNERS II, LP",Georgia,Taylor,999 - NO PREDOMINANT COUNTRY CODE,2250.0,2011.0,32.5555,-84.2505,Partnership,840.0,,,,
"CHAMPAIGN COUNTY FARMS, LLC",Illinois,Vermilion,998 - NO FOREIGN INVESTOR LISTED,444.74,2014.0,40.1834,-87.7328,Other,840.0,,,,
"Just Shine, LLC",Illinois,Scott,998 - NO FOREIGN INVESTOR LISTED,501.53,2015.0,39.6441,-90.4747,Other,840.0,,,,
"CARLTON FARMS, LLC",Arkansas,Pulaski,998 - NO FOREIGN INVESTOR LISTED,2770.0,2013.0,34.77,-92.312,Other,840.0,,,,
"BILLION PINE, LLC",Maine,Franklin,999 - NO PREDOMINANT COUNTRY CODE,9951.0,2012.0,44.974,-70.444,Other,840.0,,,,
"ARKANSAS BAYOU FARMS, LLC",California,El Dorado,998 - NO FOREIGN INVESTOR LISTED,1538.0,2013.0,38.7787,-120.5247,Other,840.0,,,,
"HTFF SE-T, LLC",South Carolina,Chesterfield,998 - NO FOREIGN INVESTOR LISTED,2683.0,2023.0,34.6398,-80.1587,Other,840.0,0.0,0.0,0.0,0.0
"Tanager Timber, LLC",Virginia,Mathews,999 - NO PREDOMINANT COUNTRY CODE,1303.312,2014.0,37.4353,-76.3438,Other,840.0,,,,
Benson Holdings,Washington,Whatcom,998 - NO FOREIGN INVESTOR LISTED,75.0,2018.0,48.8259,-121.7199,Other,840.0,,,,
"SWIFT CURRENT LAND & CATTLE, L.L.C.",Arizona,Pinal,999 - NO PREDOMINANT COUNTRY CODE,3150.0,2004.0,32.9044,-111.3448,Partnership,0.0,,,,
Global Ag Properties USA LLC,Illinois,De Witt,999 - NO PREDOMINANT COUNTRY CODE,320.0,2012.0,40.1746,-88.9041,Other,840.0,,,,
"JUST SHINE FARMS, LLC",Illinois,Greene,998 - NO FOREIGN INVESTOR LISTED,707.0,2013.0,39.3562,-90.3905,Other,840.0,,,,
"Glenmore, LLC",Illinois,Logan,998 - NO FOREIGN INVESTOR LISTED,300.174,2012.0,40.1245,-89.3675,Other,840.0,,,,
"Pickaway County Solar Project, LLC",Ohio,Pickaway,999 - NO PREDOMINANT COUNTRY CODE,178.05,2022.0,39.6419,-83.0244,Other,840.0,,,,
"ISE Realty Group, Inc.",Maryland,Kent,998 - NO FOREIGN INVESTOR LISTED,296.0,2021.0,39.2556,-76.039,Corporation,840.0,,,,
"ARKANSAS BAYOU FARMS, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,1445.0,2013.0,33.267,-91.2937,Other,840.0,,,,
"Monette Farms USA, Inc.",Montana,Big Horn,998 - NO FOREIGN INVESTOR LISTED,4172.0,2021.0,45.4234,-107.4898,Corporation,840.0,,,,
Global Ag Properties USA LLC,Illinois,Warren,999 - NO PREDOMINANT COUNTRY CODE,327.0,2011.0,40.8488,-90.615,Other,840.0,,,,
MINIDOKA FARMS LLC,Idaho,Minidoka,998 - NO FOREIGN INVESTOR LISTED,1923.0,2013.0,42.8543,-113.6375,Other,840.0,,,,
HTFF Reit Inc,Alabama,Pike,998 - NO FOREIGN INVESTOR LISTED,1826.0,2018.0,31.8027,-85.9409,Corporation,840.0,,,,
"BRICKYARD FARM, LLC",Illinois,Mason,998 - NO FOREIGN INVESTOR LISTED,560.0,2013.0,40.2396,-89.9168,Other,840.0,,,,
"LONG PRAIRIE FARMS, LLC",Arkansas,Lonoke,998 - NO FOREIGN INVESTOR LISTED,1431.0,2013.0,34.7543,-91.8888,Other,840.0,,,,
"FLO FUND DOMESTIC SUB, LLC",South Carolina,Clarendon,998 - NO FOREIGN INVESTOR LISTED,1379.66,2015.0,33.6658,-80.2164,Other,840.0,,,,
"DIXON COUNTY FARMS, LLC",Nebraska,Dakota,998 - NO FOREIGN INVESTOR LISTED,1052.0,2013.0,42.3912,-96.5646,Other,840.0,,,,
"LINCOLN COUNTY FARMS, LLC",Arkansas,Jefferson,998 - NO FOREIGN INVESTOR LISTED,1390.0,2013.0,34.2683,-91.9304,Other,840.0,,,,
"Tanager Timber, LLC",Virginia,Charlotte,999 - NO PREDOMINANT COUNTRY CODE,2092.0,2014.0,37.0116,-78.6616,Other,840.0,,,,
Global Ag Properties USA LLC,Ohio,Fayette,999 - NO PREDOMINANT COUNTRY CODE,572.0,2011.0,39.5599,-83.4561,Other,840.0,,,,
"Just Shine, LLC",Illinois,Christian,998 - NO FOREIGN INVESTOR LISTED,371.61,2013.0,39.5458,-89.2773,Other,840.0,,,,
"Green Plains Cattle Company, LLC",Kansas,Haskell,999 - NO PREDOMINANT COUNTRY CODE,1253.0,2020.0,37.5622,-100.8712,Other,840.0,,,,
Walnut Ranch Corp.,Florida,Okeechobee,998 - NO FOREIGN INVESTOR LISTED,876.0,2014.0,27.3864,-80.8886,Other,840.0,,,,
COLONY TIMBERLANDS LTD. I,Georgia,Worth,998 - NO FOREIGN INVESTOR LISTED,26203.0,1981.0,31.5515,-83.8509,Partnership,840.0,,,,
Walnut Ranch Corp.,Florida,Okeechobee,998 - NO FOREIGN INVESTOR LISTED,608.9,2014.0,27.3864,-80.8886,Corporation,840.0,,,,
Hancock Timberland Farmland Fund,Arkansas,Jefferson,999 - NO PREDOMINANT COUNTRY CODE,886.48,2018.0,34.2683,-91.9304,Corporation,840.0,,,,
"OREGON GARDEN PRODUCTS, INC.",Oregon,Washington,998 - NO FOREIGN INVESTOR LISTED,1084.0,1984.0,45.5601,-123.0984,Corporation,840.0,,,,
"Tanager Timber, LLC",Virginia,Cumberland,999 - NO PREDOMINANT COUNTRY CODE,1827.0,2014.0,37.5121,-78.245,Other,840.0,,,,
"ARKANSAS BAYOU FARMS, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,1297.0,2013.0,33.267,-91.2937,Other,840.0,,,,
"DL MULTI-COUNTY FARMS, LLC",Illinois,Wayne,998 - NO FOREIGN INVESTOR LISTED,559.81,2016.0,38.4296,-88.4256,Other,840.0,,,,
"ISE Realty Group, Inc.",Maryland,Kent,998 - NO FOREIGN INVESTOR LISTED,259.0,2021.0,39.2556,-76.039,Corporation,840.0,,,,
"LEWIS DEVELOPMENT, LLC",Washington,Lewis,999 - NO PREDOMINANT COUNTRY CODE,1217.0,2016.0,46.5778,-122.3927,Other,840.0,,,,
"SUNFLOWER COUNTY FARMS, LLC",Mississippi,Sunflower,998 - NO FOREIGN INVESTOR LISTED,1295.0,2013.0,33.6023,-90.5886,Other,840.0,,,,
"HTFF LS, LLC",Michigan,Hillsdale,998 - NO FOREIGN INVESTOR LISTED,576.0,2019.0,41.8878,-84.5929,Corporation,840.0,,,,
"Green Plains Cattle Company, LLC",Kansas,Wichita,999 - NO PREDOMINANT COUNTRY CODE,1109.0,2020.0,38.4821,-101.3474,Other,840.0,,,,
"LINCOLN COUNTY FARMS, LLC",Arkansas,Jefferson,998 - NO FOREIGN INVESTOR LISTED,1241.0,2013.0,34.2683,-91.9304,Other,840.0,,,,
"BOUNDARY LINE FARMS, LLC",Louisiana,West Carroll,998 - NO FOREIGN INVESTOR LISTED,647.25,2016.0,32.7885,-91.4568,Other,840.0,,,,
HTFF Reit Inc,Alabama,Calhoun,998 - NO FOREIGN INVESTOR LISTED,1525.26,2018.0,33.7714,-85.826,Corporation,840.0,,,,
"WILLOWDALE FARMS, LLC",Nebraska,Knox,998 - NO FOREIGN INVESTOR LISTED,1048.0,2013.0,42.6368,-97.8919,Other,840.0,,,,
"FLO FUND DOMESTIC, LLC",South Carolina,Sumter,998 - NO FOREIGN INVESTOR LISTED,902.0,2014.0,33.9162,-80.3822,Other,840.0,,,,
"Walka, Inc",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,472.0,2021.0,33.267,-91.2937,Corporation,840.0,,,,
HTFF Reit Inc,Florida,Hamilton,998 - NO FOREIGN INVESTOR LISTED,1712.0,2018.0,30.4964,-82.9479,Corporation,840.0,,,,
"JACKSON COUNTY FARMS, LLC",Arkansas,Poinsett,998 - NO FOREIGN INVESTOR LISTED,765.82,2016.0,35.574,-90.663,Other,840.0,,,,
FRISCO APARTMENT 40 JOINT VENTURE,Texas,Collin,999 - NO PREDOMINANT COUNTRY CODE,40.0,1983.0,33.188,-96.5724,Partnership,840.0,,,,
"Tiller Cohen Farm, LP",Missouri,New Madrid,999 - NO PREDOMINANT COUNTRY CODE,965.0,2007.0,36.5946,-89.6517,Other,840.0,0.0,0.0,0.0,0.0
Global Ag Properties USA LLC,Arkansas,Mississippi,999 - NO PREDOMINANT COUNTRY CODE,665.0,2012.0,35.7624,-90.0522,Other,840.0,,,,
"California Timberlands 2, LLC",California,Del Norte,998 - NO FOREIGN INVESTOR LISTED,1632.0,2016.0,41.7431,-123.8972,Other,840.0,,,,
"LONG PRAIRIE FARMS, LLC",Arkansas,Lonoke,998 - NO FOREIGN INVESTOR LISTED,679.69,2015.0,34.7543,-91.8888,Other,840.0,,,,
"CHAMPAIGN COUNTY FARMS, LLC",Illinois,Vermilion,998 - NO FOREIGN INVESTOR LISTED,331.29,2016.0,40.1834,-87.7328,Other,840.0,,,,
North Aike LLC,Illinois,Piatt,998 - NO FOREIGN INVESTOR LISTED,240.0,2018.0,40.0103,-88.5911,Corporation,840.0,,,,
"CENTRAL 80 FARMS, LLC",Nebraska,Dawson,998 - NO FOREIGN INVESTOR LISTED,453.26,2013.0,40.8699,-99.8196,Other,840.0,,,,
"Big Berry Bayou Farms, LLC",Louisiana,Morehouse,998 - NO FOREIGN INVESTOR LISTED,643.41,2015.0,32.8202,-91.8018,Other,840.0,,,,
NEVER BEND LLC,California,Napa,999 - NO PREDOMINANT COUNTRY CODE,104.0,1997.0,38.507,-122.3306,Other,840.0,,,,
HTFF Reit Inc,Alabama,St. Clair,998 - NO FOREIGN INVESTOR LISTED,1521.89,2018.0,33.7157,-86.3146,Corporation,840.0,,,,
"76 CONNECTION FARMS, LLC",Colorado,Sedgwick,998 - NO FOREIGN INVESTOR LISTED,1009.0,2013.0,40.8759,-102.3518,Other,840.0,,,,
"BOUNDARY LINE FARMS, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,1180.0,2013.0,33.267,-91.2937,Other,840.0,,,,
DOVEX FRUIT CO.,Washington,Chelan,999 - NO PREDOMINANT COUNTRY CODE,250.0,1984.0,47.8692,-120.619,Corporation,840.0,,,,
Wisnicki Family Trust of 01/31/08,Montana,Ravalli,998 - NO FOREIGN INVESTOR LISTED,17.0,2009.0,46.0817,-114.1207,Trust,840.0,,,,
"BRICKYARD FARM, LLC",Illinois,Union,998 - NO FOREIGN INVESTOR LISTED,867.0,2013.0,37.4713,-89.2551,Other,840.0,,,,
COLONY TIMBERLANDS LTD. I,Georgia,Emanuel,998 - NO FOREIGN INVESTOR LISTED,1692.93,2015.0,32.5897,-82.3017,Partnership,840.0,,,,
HTFF Reit Inc,Alabama,Chilton,998 - NO FOREIGN INVESTOR LISTED,1560.0,2018.0,32.8479,-86.7188,Corporation,840.0,,,,
"CAROWEST, LTD.",Texas,Comal,999 - NO PREDOMINANT COUNTRY CODE,238.0,1994.0,29.8082,-98.2783,Partnership,840.0,,,,
Hacienda Springs LLC,Texas,Kendall,998 - NO FOREIGN INVESTOR LISTED,101.0,2010.0,29.9447,-98.7115,Other,840.0,,,,
"Just Shine, LLC",Illinois,Scott,998 - NO FOREIGN INVESTOR LISTED,292.51,2017.0,39.6441,-90.4747,Other,840.0,,,,
DOVEX FRUIT CO.,Washington,Chelan,999 - NO PREDOMINANT COUNTRY CODE,243.0,1984.0,47.8692,-120.619,Corporation,840.0,,,,
Hancock Timberland Farmland Fund,Arkansas,Lincoln,999 - NO PREDOMINANT COUNTRY CODE,683.6,2018.0,33.957,-91.7344,Corporation,840.0,,,,
"DTOF SC, LLC",South Carolina,Colleton,999 - NO PREDOMINANT COUNTRY CODE,725.0,2022.0,32.8637,-80.667,Other,840.0,,,,
Taft Gateway,Colorado,Larimer,999 - NO PREDOMINANT COUNTRY CODE,40.73,2020.0,40.6664,-105.4611,Corporation,840.0,,,,
"JACKSON COUNTY FARMS, LLC",Arkansas,Mississippi,998 - NO FOREIGN INVESTOR LISTED,638.17,2016.0,35.7624,-90.0522,Other,840.0,,,,
"BRICKYARD FARM, LLC",Illinois,Mercer,998 - NO FOREIGN INVESTOR LISTED,381.49,2014.0,41.2053,-90.7414,Other,840.0,,,,
"CARLTON FARMS, LLC",Arkansas,Pulaski,998 - NO FOREIGN INVESTOR LISTED,195.0,2013.0,34.77,-92.312,Other,840.0,,,,
"Tanager Timber, LLC",Virginia,Lunenburg,999 - NO PREDOMINANT COUNTRY CODE,1423.552,2014.0,36.9462,-78.2406,Other,840.0,,,,
"BOUNDARY LINE FARMS, LLC",Louisiana,West Carroll,998 - NO FOREIGN INVESTOR LISTED,536.0,2014.0,32.7885,-91.4568,Other,840.0,,,,
Brule River LLC,Wisconsin,Bayfield,999 - NO PREDOMINANT COUNTRY CODE,3112.0,2017.0,46.5237,-91.2009,Other,840.0,,,,
"VEO CATTLE & HAY, CORP",Wyoming,Park,998 - NO FOREIGN INVESTOR LISTED,344.0,2016.0,44.5205,-109.5879,Corporation,840.0,,,,
"LINCOLN COUNTY FARMS, LLC",Arkansas,Lonoke,998 - NO FOREIGN INVESTOR LISTED,1010.0,2013.0,34.7543,-91.8888,Other,840.0,,,,
Bayou Winemiller Farms LLC,Arkansas,Desha,998 - NO FOREIGN INVESTOR LISTED,534.14,2015.0,33.8309,-91.2551,Other,840.0,,,,
"Green Plains Cattle Company, LLC",Texas,Swisher,999 - NO PREDOMINANT COUNTRY CODE,915.0,2020.0,34.5304,-101.735,Other,840.0,,,,
"CHAMPAIGN COUNTY FARMS, LLC",Illinois,Piatt,998 - NO FOREIGN INVESTOR LISTED,240.0,2013.0,40.0103,-88.5911,Other,840.0,,,,
"Forest City Farms, LLC",Illinois,Ogle,998 - NO FOREIGN INVESTOR LISTED,345.37,2016.0,42.0426,-89.3207,Other,840.0,,,,
"WINEMILLER FARMS, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,960.0,2013.0,33.267,-91.2937,Other,840.0,,,,
"HIGH PLAINS DAIRY, LLC",Colorado,Weld,998 - NO FOREIGN INVESTOR LISTED,146.0,2016.0,40.5548,-104.3925,Other,840.0,,,,
Hanson Aggregates Pennsylvania LLC,Maryland,Frederick,999 - NO PREDOMINANT COUNTRY CODE,163.0,2009.0,39.4722,-77.398,Corporation,840.0,0.0,0.0,0.0,0.0
"WEST CENTRAL OHIO FARMS, LLC",Ohio,Highland,998 - NO FOREIGN INVESTOR LISTED,355.3,2014.0,39.1847,-83.601,Other,840.0,,,,
"ARKANSAS BAYOU FARMS, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,924.0,2013.0,33.267,-91.2937,Other,840.0,,,,
"LINCOLN COUNTY FARMS, LLC",Arkansas,Jefferson,998 - NO FOREIGN INVESTOR LISTED,920.0,2013.0,34.2683,-91.9304,Other,840.0,,,,
"Glenmore, LLC",Illinois,La Salle,998 - NO FOREIGN INVESTOR LISTED,271.7,2022.0,41.344,-88.8859,Corporation,840.0,,,,
"ARKANSAS BAYOU FARMS, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,910.0,2013.0,33.267,-91.2937,Other,840.0,,,,
"HTFF SE-T, LLC",South Carolina,Clarendon,998 - NO FOREIGN INVESTOR LISTED,1942.0,2023.0,33.6658,-80.2164,Other,840.0,0.0,0.0,0.0,0.0
"MERRICK COUNTY FARM, LLC",Nebraska,Merrick,998 - NO FOREIGN INVESTOR LISTED,976.0,2013.0,41.169,-98.038,Other,840.0,,,,
AEACUS REAL ESTATE LIMITED PARTNERSHIP,New Mexico,Taos,999 - NO PREDOMINANT COUNTRY CODE,148.0,1998.0,36.5783,-105.631,Partnership,840.0,,,,
"Nordic Crystal Falls, LLC",Idaho,Boundary,998 - NO FOREIGN INVESTOR LISTED,2584.53,2015.0,48.7669,-116.4629,Other,840.0,,,,
"LINCOLN COUNTY FARMS, LLC",Arkansas,Lincoln,998 - NO FOREIGN INVESTOR LISTED,962.0,2013.0,33.957,-91.7344,Other,840.0,,,,
"GRIFFIN BAYOU FARMS, LLC",Arkansas,Ashley,998 - NO FOREIGN INVESTOR LISTED,400.0,2013.0,33.1912,-91.7685,Other,840.0,,,,
"SEACO TEXAS PROPERTIES, INC.",Texas,Harris,999 - NO PREDOMINANT COUNTRY CODE,82.0,1982.0,29.8578,-95.3938,Corporation,840.0,,,,
"LONG PRAIRIE FARMS, LLC",Arkansas,Lonoke,998 - NO FOREIGN INVESTOR LISTED,897.0,2013.0,34.7543,-91.8888,Other,840.0,,,,
"FULL MOON FARMS, LLC",Indiana,Henry,998 - NO FOREIGN INVESTOR LISTED,281.75,2013.0,39.9311,-85.3964,Other,840.0,,,,
"DELTA FARMS DELAWARE, INC.",Arkansas,Cross,998 - NO FOREIGN INVESTOR LISTED,2127.0,1984.0,35.2957,-90.7711,Corporation,840.0,,,,
Global Ag Properties II USA LLC,Mississippi,Bolivar,999 - NO PREDOMINANT COUNTRY CODE,365.0,2023.0,33.7971,-90.8805,Other,840.0,0.0,0.0,0.0,0.0
"B Grain Investment Group, LLC",Illinois,Piatt,998 - NO FOREIGN INVESTOR LISTED,195.65,2011.0,40.0103,-88.5911,Corporation,840.0,,,,
"ISE Realty Group, Inc.",Maryland,Kent,998 - NO FOREIGN INVESTOR LISTED,185.0,2021.0,39.2556,-76.039,Corporation,840.0,,,,
"BOUNDARY LINE FARMS, LLC",Louisiana,West Carroll,998 - NO FOREIGN INVESTOR LISTED,436.4,2014.0,32.7885,-91.4568,Other,840.0,,,,
COUNTRYDALE BUSINESS PARK CO.,Colorado,Jefferson,999 - NO PREDOMINANT COUNTRY CODE,244.0,1981.0,39.5864,-105.2505,Partnership,840.0,,,,
"MESA VERDE FARMS, L.L.C.",California,Madera,999 - NO PREDOMINANT COUNTRY CODE,220.0,2007.0,37.218,-119.7627,Other,840.0,,,,
"FIA TIMBER PARTNERS II, LP",Oregon,Douglas,999 - NO PREDOMINANT COUNTRY CODE,368.0,2012.0,43.2797,-123.1665,Partnership,840.0,,,,
"LINCOLN COUNTY FARMS, LLC",Arkansas,Lincoln,998 - NO FOREIGN INVESTOR LISTED,485.07,2013.0,33.957,-91.7344,Other,380.0,,,,
"SCHROETER FAMILY FARM, LLC",Nebraska,Stanton,998 - NO FOREIGN INVESTOR LISTED,559.0,2013.0,41.9169,-97.1939,Other,840.0,,,,
"Big Berry Bayou Farms, LLC",Arkansas,Ashley,998 - NO FOREIGN INVESTOR LISTED,514.01,2015.0,33.1912,-91.7685,Other,840.0,,,,
"BRICKYARD FARM, LLC",Illinois,Hancock,998 - NO FOREIGN INVESTOR LISTED,334.53,2014.0,40.4037,-91.1647,Other,840.0,,,,
"Forest City Farms, LLC",Illinois,Winnebago,998 - NO FOREIGN INVESTOR LISTED,278.7,2015.0,42.3363,-89.1609,Other,840.0,,,,
Bayou Winemiller Farms LLC,Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,73.7,2013.0,33.267,-91.2937,Other,840.0,,,,
"GINGRICH FARM, LLC",Nebraska,Clay,998 - NO FOREIGN INVESTOR LISTED,680.0,2013.0,40.5244,-98.0513,Other,840.0,,,,
"LINCOLN COUNTY FARMS, LLC",Arkansas,Jefferson,998 - NO FOREIGN INVESTOR LISTED,466.21,2013.0,34.2683,-91.9304,Other,840.0,,,,
"LINCOLN COUNTY FARMS, LLC",Arkansas,Lincoln,998 - NO FOREIGN INVESTOR LISTED,466.21,2013.0,33.957,-91.7344,Other,840.0,,,,
"Tanager Timber, LLC",Virginia,Spotsylvania,999 - NO PREDOMINANT COUNTRY CODE,1089.0,2014.0,38.1851,-77.6561,Other,840.0,,,,
"SOUTH TEXAS PECANS, LLC",Texas,Zavala,998 - NO FOREIGN INVESTOR LISTED,720.0,2012.0,28.8662,-99.7605,Other,840.0,,,,
Xiuli Pan,Texas,Collin,998 - NO FOREIGN INVESTOR LISTED,156.82,2018.0,33.188,-96.5724,Other,840.0,,,,
"COLDWATER RIVER FARMS, LLC",Mississippi,Quitman,998 - NO FOREIGN INVESTOR LISTED,818.0,2013.0,34.2514,-90.2891,Other,840.0,,,,
Global Ag Properties USA LLC,Arkansas,Mississippi,999 - NO PREDOMINANT COUNTRY CODE,415.0,2012.0,35.7624,-90.0522,Other,840.0,,,,
HTFF Reit Inc,Alabama,Coffee,998 - NO FOREIGN INVESTOR LISTED,853.0,2018.0,31.4027,-85.9882,Corporation,840.0,,,,
Hancock Timberland Farmland Fund,Arkansas,Jefferson,999 - NO PREDOMINANT COUNTRY CODE,500.66,2018.0,34.2683,-91.9304,Corporation,840.0,,,,
"LINCOLN COUNTY FARMS, LLC",Arkansas,Jefferson,998 - NO FOREIGN INVESTOR LISTED,447.35,2013.0,34.2683,-91.9304,Other,840.0,,,,
"SEAMROG DAIRIES, LLC",Missouri,Barton,998 - NO FOREIGN INVESTOR LISTED,640.0,2015.0,37.5023,-94.3471,Partnership,840.0,,,,
"VIRGINIA LAND & TIMBER, L.P.",Virginia,New Kent,999 - NO PREDOMINANT COUNTRY CODE,278.0,1989.0,37.5052,-76.9974,Partnership,840.0,,,,
"Timberland Investment Resources, LLC",South Carolina,Chesterfield,999 - NO PREDOMINANT COUNTRY CODE,657.45,2021.0,34.6398,-80.1587,Other,840.0,,,,
"SF LPRC, LLC",Illinois,Piatt,998 - NO FOREIGN INVESTOR LISTED,92.85,2023.0,40.0103,-88.5911,Other,840.0,0.0,0.0,0.0,0.0
"Green Plains Cattle Company, LLC",Texas,Deaf Smith,999 - NO PREDOMINANT COUNTRY CODE,695.0,2020.0,34.966,-102.605,Other,840.0,,,,
NEVER BEND LLC,California,San Joaquin,999 - NO PREDOMINANT COUNTRY CODE,77.0,2006.0,37.9348,-121.2714,Other,0.0,,,,
"Big Berry Bayou Farms, LLC",Arkansas,Ashley,998 - NO FOREIGN INVESTOR LISTED,473.25,2014.0,33.1912,-91.7685,Other,840.0,,,,
"BRICKYARD FARM, LLC",Illinois,Henderson,998 - NO FOREIGN INVESTOR LISTED,291.49,2015.0,40.818,-90.9251,Other,840.0,,,,
"Tanager Timber, LLC",Virginia,Richmond,999 - NO PREDOMINANT COUNTRY CODE,1061.0,2014.0,37.9426,-76.7252,Other,840.0,,,,
Kekena Ag LLC,Michigan,Allegan,998 - NO FOREIGN INVESTOR LISTED,321.46,2016.0,42.5913,-85.8883,Other,840.0,,,,
"SWIFT CURRENT LAND & CATTLE, L.L.C.",Arizona,Maricopa,999 - NO PREDOMINANT COUNTRY CODE,149.0,2005.0,33.349,-112.4915,Partnership,0.0,,,,
"BLENHEIM PROPERTIES, LTD.",Georgia,Douglas,998 - NO FOREIGN INVESTOR LISTED,842.0,2016.0,33.7019,-84.7679,Other,840.0,,,,
"CANTORIST INVESTMENT CO., LTD., INC.",Georgia,Baker,999 - NO PREDOMINANT COUNTRY CODE,1026.0,1982.0,31.3261,-84.4447,Corporation,591.0,,,,
"JUST SHINE FARMS, LLC",Illinois,Christian,998 - NO FOREIGN INVESTOR LISTED,200.84,2013.0,39.5458,-89.2773,Other,840.0,,,,
"FLO FUND DOMESTIC, LLC",South Carolina,Sumter,998 - NO FOREIGN INVESTOR LISTED,622.5,2014.0,33.9162,-80.3822,Other,840.0,,,,
"AG ASSETS, LLC",Illinois,Monroe,998 - NO FOREIGN INVESTOR LISTED,680.0,2013.0,38.2785,-90.1773,Other,840.0,,,,
"Count Nesselrode Forest, LLC",South Carolina,Barnwell,998 - NO FOREIGN INVESTOR LISTED,1015.8,2016.0,33.2661,-81.4349,Other,840.0,,,,
"BRICKYARD FARM, LLC",Illinois,Hancock,998 - NO FOREIGN INVESTOR LISTED,207.29,2014.0,40.4037,-91.1647,Other,840.0,,,,
"JUST SHINE FARMS, LLC",Illinois,Macon,998 - NO FOREIGN INVESTOR LISTED,240.0,2013.0,39.86,-88.9616,Other,840.0,,,,
"Count Nesselrode Forest, LLC",South Carolina,Orangeburg,998 - NO FOREIGN INVESTOR LISTED,570.0,2013.0,33.439,-80.8003,Corporation,840.0,,,,
SUNNYSIDE DAIRY LLC,Oregon,Harney,998 - NO FOREIGN INVESTOR LISTED,649.0,2013.0,43.0641,-118.968,Other,840.0,,,,
"GRIFFIN BAYOU FARMS, LLC",Arkansas,Ashley,998 - NO FOREIGN INVESTOR LISTED,1297.0,2013.0,33.1912,-91.7685,Other,840.0,,,,
"DOVE HAVEN RANCH, LLC",Nebraska,Morrill,998 - NO FOREIGN INVESTOR LISTED,2880.0,2013.0,41.716,-103.0104,Other,840.0,,,,
Hancock Timberland Farmland Fund,Arkansas,Jefferson,999 - NO PREDOMINANT COUNTRY CODE,451.74,2018.0,34.2683,-91.9304,Corporation,840.0,,,,
MACE Farm Trust,Illinois,Champaign,999 - NO PREDOMINANT COUNTRY CODE,457.0,1995.0,40.1401,-88.1992,Trust,840.0,,,,
"COLORADO GREEN HOLDINGS, L.L.C.",Colorado,Prowers,999 - NO PREDOMINANT COUNTRY CODE,10615.0,2003.0,37.9552,-102.3934,Corporation,840.0,,,,
MILIXA INVESTMENT CORP.,Virginia,Loudoun,999 - NO PREDOMINANT COUNTRY CODE,792.0,1979.0,39.0907,-77.6357,Corporation,756.0,,,,
"IPKY, INC.",Kentucky,Nelson,999 - NO PREDOMINANT COUNTRY CODE,162.0,1992.0,37.8052,-85.466,Corporation,840.0,,,,
"Just Shine, LLC",Illinois,Christian,998 - NO FOREIGN INVESTOR LISTED,167.71,2014.0,39.5458,-89.2773,Other,840.0,,,,
"LINCOLN COUNTY FARMS, LLC",Arkansas,Jefferson,998 - NO FOREIGN INVESTOR LISTED,649.0,2013.0,34.2683,-91.9304,Other,840.0,,,,
NORTHERN TRUST CO. #2-52328,Illinois,McLean,998 - NO FOREIGN INVESTOR LISTED,400.0,1981.0,40.4909,-88.8473,Trust,840.0,,,,
"BRICKYARD FARM, LLC",Illinois,Stark,998 - NO FOREIGN INVESTOR LISTED,206.01,2016.0,41.0934,-89.7975,Other,840.0,,,,
"FLO FUND DOMESTIC, LLC",Georgia,Decatur,998 - NO FOREIGN INVESTOR LISTED,315.2,2014.0,30.8783,-84.5791,Other,840.0,,,,
"WINEMILLER FARMS, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,624.0,2013.0,33.267,-91.2937,Other,840.0,,,,
WELDCO FARMS LLC,Colorado,Morgan,998 - NO FOREIGN INVESTOR LISTED,190.0,2015.0,40.2627,-103.8097,Other,840.0,,,,
"Pecasa, LLC",Kentucky,Woodford,998 - NO FOREIGN INVESTOR LISTED,62.92,2009.0,38.0424,-84.7436,Other,840.0,,,,
"ARKANSAS BAYOU FARMS, LLC",Arkansas,Chicot,998 - NO FOREIGN INVESTOR LISTED,457.1,2013.0,33.267,-91.2937,Other,840.0,,,,
"BOUNDARY LINE FARMS, LLC",Louisiana,West Carroll,998 - NO FOREIGN INVESTOR LISTED,357.62,2016.0,32.7885,-91.4568,Other,840.0,,,,
"DL MULTI-COUNTY FARMS, LLC",Illinois,Wayne,998 - NO FOREIGN INVESTOR LISTED,274.1,2016.0,38.4296,-88.4256,Other,840.0,,,,
"LINCOLN COUNTY FARMS, LLC",Arkansas,Lincoln,998 - NO FOREIGN INVESTOR LISTED,353.94,2014.0,33.957,-91.7344,Other,840.0,,,,
